order_item_id,order_id,product_id,quantity,unit_price
5368,12479,189,2,7249.90
5369,12479,129,1,1299.90
5370,1751,211,1,1489.90
5371,3295,135,3,1249.90
5372,3295,167,1,439.90
5373,4743,213,1,389.90
5374,5631,212,1,962.91
5375,5631,189,1,7249.90
5376,5672,192,2,1729.90
5377,5672,144,2,139.90
5378,6038,218,1,864.40
5379,6038,149,1,689.90
5380,8012,151,1,819.90
5381,8501,123,2,305.91
5382,9381,107,1,4279.90
5383,9381,102,1,349.90
5384,9629,208,2,341.90
5385,9629,145,2,659.90
5386,9629,162,2,3068.40
5387,9908,194,1,611.91
5388,9908,201,2,239.90
5389,10509,124,1,269.90
5390,11852,139,2,3685.90
5391,11852,151,2,819.90
5392,11852,134,2,6139.90
5393,11988,220,2,1529.91
5394,11988,118,2,629.90
5395,11988,153,3,1049.90
5396,12584,220,1,1799.90
5397,12873,123,1,322.90
5398,12873,148,1,218.41
5399,12873,145,3,659.90
5400,12873,117,1,7489.90
5401,1216,218,2,909.90
5402,3087,205,2,188.91
5403,3087,220,1,1799.90
5404,3877,203,1,1419.90
5405,4540,122,1,256.40
5406,4540,212,2,1069.90
5407,4540,168,1,935.91
5408,4846,167,2,395.91
5409,5963,118,3,598.40
5410,5963,121,1,489.90
5411,6613,196,3,1368.41
5412,9547,120,3,351.40
5413,12010,115,2,588.90
5414,12010,140,1,709.90
5415,12316,106,1,1329.90
5416,12316,116,2,589.90
5417,12746,173,1,909.90
5418,12746,123,1,339.90
5419,12746,219,1,588.90
5420,12746,166,2,1291.90
5421,12893,188,1,1249.90
5422,12893,203,1,1348.90
5423,1010,178,2,1823.90
5424,1010,129,1,1234.90
5425,2249,119,4,499.90
5426,2249,178,2,1919.90
5427,2498,101,2,1549.90
5428,2565,199,2,849.90
5429,2607,110,1,1320.40
5430,2607,183,1,599.90
5431,4087,203,1,1348.90
5432,4983,209,1,249.90
5433,4983,151,2,819.90
5434,5152,220,1,1529.91
5435,5152,150,2,246.90
5436,5162,112,1,2329.90
5437,5640,179,1,8059.90
5438,6186,141,3,539.91
5439,6186,153,1,1049.90
5440,6591,217,2,962.91
5441,7853,150,1,259.90
5442,7963,213,1,370.40
5443,8877,191,1,2989.90
5444,10404,210,2,559.90
5445,10615,186,2,429.90
5446,10615,157,1,1044.90
5447,10692,211,1,1415.40
5448,10692,206,2,349.90
5449,10882,114,4,386.91
5450,10882,201,3,239.90
5451,11132,111,1,598.40
5452,11626,158,2,5929.90
5453,12082,121,1,489.90
5454,12082,164,1,373.91
5455,12506,155,1,379.90
5456,12506,111,1,566.91
5457,12506,209,1,249.90
5458,12506,206,1,349.90
5459,12539,183,2,599.90
5460,12987,195,2,119.90
5461,12987,175,2,2009.90
5462,12987,204,1,8279.90
5463,1338,130,2,1229.90
5464,1536,200,1,1349.91
5465,1536,177,2,549.90
5466,1536,191,3,2840.40
5467,1610,168,1,1039.90
5468,1610,109,1,436.90
5469,2038,202,1,3559.90
5470,3319,175,1,2009.90
5471,3319,164,2,373.91
5472,3717,204,2,7451.91
5473,3717,118,1,629.90
5474,3717,158,2,5633.40
5475,3717,110,2,1181.41
5476,4185,152,1,499.90
5477,4185,197,2,589.90
5478,4304,173,2,909.90
5479,4304,180,2,389.90
5480,4304,120,2,351.40
5481,4720,136,1,1349.90
5482,4720,102,2,332.40
5483,5305,153,1,997.41
5484,7882,161,1,379.90
5485,7882,213,1,389.90
5486,9562,208,1,323.91
5487,9562,165,2,889.90
5488,9562,159,3,679.90
5489,11125,198,2,689.90
5490,11125,217,3,1016.41
5491,11125,164,1,439.90
5492,11964,173,2,909.90
5493,11964,188,3,1187.40
5494,1457,165,2,845.40
5495,3208,141,1,539.91
5496,4408,204,1,7037.91
5497,4551,109,1,436.90
5498,4551,193,1,1849.90
5499,4569,145,2,626.90
5500,4569,125,3,484.41
5501,5035,181,1,229.90
5502,5627,154,2,628.91
5503,5627,197,1,560.40
5504,5627,209,3,249.90
5505,5671,134,2,5832.90
5506,9136,118,2,629.90
5507,9538,137,1,3806.91
5508,10085,195,2,119.90
5509,10227,163,1,3009.90
5510,10227,152,2,499.90
5511,10227,156,1,679.90
5512,12073,116,1,560.40
5513,12391,151,2,819.90
5514,12911,190,2,209.90
5515,1356,116,1,560.40
5516,1714,101,1,1472.40
5517,1714,177,3,549.90
5518,1714,176,1,2219.90
5519,2083,144,3,132.91
5520,2638,101,2,1549.90
5521,2938,188,1,1062.41
5522,2938,201,1,239.90
5523,2938,119,4,474.90
5524,2950,120,3,351.40
5525,4285,121,2,489.90
5526,4323,190,2,209.90
5527,5262,216,2,1099.90
5528,5656,143,3,389.90
5529,5656,177,1,549.90
5530,5680,203,1,1419.90
5531,5680,119,2,499.90
5532,6585,149,1,689.90
5533,6585,140,1,709.90
5534,7049,150,1,259.90
5535,9016,193,1,1849.90
5536,9511,208,1,323.91
5537,9511,113,2,2249.90
5538,11302,103,1,579.90
5539,11302,159,2,611.91
5540,11302,143,2,389.90
5541,11302,163,1,3009.90
5542,11302,154,1,739.90
5543,11390,215,1,1419.90
5544,11491,147,1,2419.90
5545,2687,110,2,1389.90
5546,2687,192,1,1729.90
5547,3590,155,2,322.91
5548,3647,155,2,379.90
5549,3647,164,1,439.90
5550,3647,213,1,370.40
5551,3647,177,3,494.91
5552,4128,185,1,142.41
5553,4128,109,1,459.90
5554,4128,209,4,249.90
5555,4417,219,1,619.90
5556,4417,172,1,408.40
5557,6149,218,2,909.90
5558,6149,115,2,619.90
5559,6149,189,2,7249.90
5560,6149,110,2,1389.90
5561,6376,166,1,1359.90
5562,6781,135,3,1187.40
5563,6781,140,1,709.90
5564,6981,130,1,1229.90
5565,6981,215,2,1419.90
5566,7902,192,2,1643.40
5567,9408,141,3,599.90
5568,9408,194,1,679.90
5569,9480,128,4,669.90
5570,10111,219,1,619.90
5571,10111,191,2,2840.40
5572,10491,143,1,389.90
5573,12121,116,1,589.90
5574,12121,122,1,269.90
5575,12121,211,2,1489.90
5576,12121,155,3,341.91
5577,12121,154,1,665.91
5578,12621,191,2,2989.90
5579,12621,120,1,369.90
5580,12877,116,1,589.90
5581,1041,120,2,332.91
5582,1400,143,3,370.40
5583,1400,148,2,206.91
5584,1400,212,1,962.91
5585,1567,109,1,413.91
5586,1567,215,1,1419.90
5587,2090,138,1,530.91
5588,2090,194,1,611.91
5589,2268,191,1,2989.90
5590,2268,188,1,1249.90
5591,3024,213,1,370.40
5592,3193,148,1,218.41
5593,3193,207,1,669.90
5594,3596,119,3,499.90
5595,4023,122,1,269.90
5596,4101,152,1,499.90
5597,4101,130,1,1229.90
5598,4122,170,1,5286.91
5599,4564,213,3,389.90
5600,4564,196,2,1609.90
5601,5543,124,1,256.40
5602,5543,210,2,531.90
5603,5543,153,1,1049.90
5604,6352,137,2,3806.91
5605,6352,211,2,1489.90
5606,6884,220,2,1799.90
5607,7942,106,2,1329.90
5608,9706,179,2,8059.90
5609,12442,201,3,239.90
5610,12931,149,1,655.40
5611,1445,199,1,849.90
5612,1480,209,2,249.90
5613,1480,174,1,109.90
5614,2140,179,2,7656.90
5615,2481,189,2,7249.90
5616,2846,158,1,5929.90
5617,2846,219,3,619.90
5618,4823,125,2,512.91
5619,4823,174,2,104.41
5620,4823,188,1,1249.90
5621,4823,137,1,4229.90
5622,4823,164,1,417.90
5623,6131,185,1,149.90
5624,6131,194,2,611.91
5625,6131,101,1,1549.90
5626,6778,108,1,1979.91
5627,6778,146,3,289.90
5628,7413,152,1,474.90
5629,7413,198,3,689.90
5630,7413,206,1,314.91
5631,7862,160,2,2339.90
5632,8522,121,1,489.90
5633,9051,186,2,429.90
5634,9051,180,2,350.91
5635,9152,155,1,379.90
5636,9152,138,2,589.90
5637,10141,101,2,1549.90
5638,10141,161,1,379.90
5639,10141,184,1,484.41
5640,10141,120,1,369.90
5641,10202,158,1,5040.41
5642,10202,105,2,779.90
5643,10202,126,2,479.90
5644,11143,130,1,1045.41
5645,11274,181,2,229.90
5646,11274,106,1,1196.91
5647,11274,143,3,370.40
5648,11292,132,1,229.90
5649,11292,181,2,195.41
5650,11292,163,1,3009.90
5651,11292,137,2,3806.91
5652,11292,148,2,218.41
5653,11308,175,1,1808.91
5654,12216,187,1,519.90
5655,12300,146,2,275.40
5656,1925,146,2,275.40
5657,1925,107,1,4279.90
5658,2961,145,3,659.90
5659,2961,138,1,589.90
5660,2961,108,1,1979.91
5661,2961,197,2,589.90
5662,3334,198,4,655.40
5663,3449,132,2,229.90
5664,3449,105,2,779.90
5665,3449,108,2,2199.90
5666,3449,175,1,2009.90
5667,3874,155,1,360.90
5668,3874,163,2,2708.91
5669,4293,114,1,408.40
5670,4293,144,3,125.91
5671,4293,117,1,7489.90
5672,4446,131,1,119.90
5673,4446,154,1,739.90
5674,5079,148,1,229.90
5675,5079,147,2,2419.90
5676,5248,155,2,341.91
5677,5248,199,1,849.90
5678,7830,119,1,474.90
5679,8460,146,3,289.90
5680,8460,149,1,620.91
5681,8693,178,1,1919.90
5682,8693,151,1,819.90
5683,8804,109,2,459.90
5684,8804,156,1,679.90
5685,8804,104,1,539.90
5686,9376,170,1,6219.90
5687,9376,219,1,619.90
5688,10875,135,1,1249.90
5689,10875,114,1,429.90
5690,11316,212,1,962.91
5691,11316,118,1,629.90
5692,12130,136,2,1349.90
5693,12130,111,1,629.90
5694,12627,192,2,1470.41
5695,12627,163,1,2708.91
5696,12627,166,1,1359.90
5697,2913,198,1,689.90
5698,2913,174,1,109.90
5699,2913,195,1,119.90
5700,3058,199,2,807.40
5701,3058,204,1,7451.91
5702,3545,170,1,6219.90
5703,3545,194,1,577.91
5704,4268,169,1,522.40
5705,4268,211,2,1489.90
5706,5008,134,1,6139.90
5707,5008,202,2,3559.90
5708,5008,106,1,1130.41
5709,5094,121,3,489.90
5710,5852,124,1,269.90
5711,5852,129,1,1234.90
5712,6914,146,1,246.41
5713,6914,212,1,962.91
5714,7723,155,2,322.91
5715,8734,124,2,269.90
5716,8734,191,1,2840.40
5717,10613,138,1,589.90
5718,10613,200,2,1499.90
5719,10899,133,1,759.90
5720,10940,217,1,1016.41
5721,11228,106,1,1329.90
5722,12592,215,2,1206.91
5723,12592,146,2,275.40
5724,12592,145,3,659.90
5725,12592,170,2,6219.90
5726,1031,161,1,360.90
5727,1031,159,2,645.90
5728,1031,188,3,1249.90
5729,1031,220,2,1709.90
5730,1272,116,2,589.90
5731,1272,197,3,560.40
5732,1272,211,2,1489.90
5733,1574,111,1,598.40
5734,1574,216,1,989.91
5735,1574,124,2,256.40
5736,1622,158,1,5336.91
5737,1622,154,2,739.90
5738,1634,187,1,519.90
5739,2010,185,1,149.90
5740,2010,177,4,549.90
5741,2010,167,1,417.90
5742,2760,113,2,2024.91
5743,2760,101,1,1394.91
5744,3754,170,1,6219.90
5745,3754,171,3,529.90
5746,3754,185,1,149.90
5747,4212,212,1,1069.90
5748,4212,219,2,619.90
5749,4212,204,1,8279.90
5750,4497,141,1,599.90
5751,4497,209,4,249.90
5752,6456,131,2,119.90
5753,6456,199,1,849.90
5754,6456,220,1,1799.90
5755,8348,219,1,557.91
5756,8533,210,1,559.90
5757,8533,119,2,499.90
5758,9353,128,1,669.90
5759,9353,120,1,351.40
5760,9506,108,1,2199.90
5761,9506,212,1,1069.90
5762,9870,219,1,619.90
5763,10871,154,1,665.91
5764,10871,119,1,474.90
5765,11135,109,2,459.90
5766,11135,118,2,629.90
5767,12449,217,2,1069.90
5768,12631,117,2,7489.90
5769,1270,129,1,1299.90
5770,1270,213,1,389.90
5771,2765,220,1,1529.91
5772,2765,162,1,3229.90
5773,2765,127,1,3058.90
5774,4437,217,1,1069.90
5775,5319,181,1,229.90
5776,5319,205,2,209.90
5777,5562,207,1,669.90
5778,5667,191,2,2989.90
5779,5667,174,1,109.90
5780,5667,219,1,619.90
5781,5880,162,1,3229.90
5782,5880,168,3,987.91
5783,5880,119,4,449.91
5784,5880,123,1,339.90
5785,5880,126,1,479.90
5786,6082,130,1,1229.90
5787,6325,210,2,559.90
5788,6978,138,1,589.90
5789,6978,144,2,139.90
5790,6978,173,3,909.90
5791,6978,194,1,679.90
5792,7904,218,2,909.90
5793,7904,191,1,2989.90
5794,7904,196,1,1609.90
5795,7904,108,2,2199.90
5796,7904,176,1,2108.91
5797,8370,205,1,178.41
5798,8370,143,2,370.40
5799,8370,207,2,669.90
5800,8370,191,3,2989.90
5801,8774,212,1,1069.90
5802,8921,160,1,2222.91
5803,8921,219,3,619.90
5804,9678,167,1,373.91
5805,9790,132,1,229.90
5806,9790,118,3,629.90
5807,9790,214,1,209.90
5808,9790,202,1,3381.90
5809,10922,166,1,1291.90
5810,10922,206,1,297.41
5811,11692,181,1,229.90
5812,12223,168,1,1039.90
5813,12223,167,2,417.90
5814,12849,157,2,1099.90
5815,1138,210,1,559.90
5816,1401,160,1,2339.90
5817,1401,109,1,436.90
5818,1896,183,1,569.90
5819,1896,189,1,7249.90
5820,2351,136,1,1147.41
5821,2351,121,3,489.90
5822,2351,173,1,864.40
5823,3330,195,1,119.90
5824,3330,127,1,3219.90
5825,4344,196,2,1609.90
5826,4344,159,2,645.90
5827,4344,171,1,529.90
5828,4728,209,3,212.41
5829,4811,171,1,529.90
5830,4811,166,1,1359.90
5831,4811,117,1,7489.90
5832,5183,183,1,539.91
5833,5599,154,1,665.91
5834,5599,209,2,224.91
5835,5599,117,1,7489.90
5836,6263,107,1,4279.90
5837,6637,188,3,1187.40
5838,6637,140,1,709.90
5839,6637,183,3,509.91
5840,6637,163,2,3009.90
5841,7424,142,1,979.90
5842,7424,147,2,2419.90
5843,8483,122,1,269.90
5844,8483,182,2,476.91
5845,9311,171,1,503.40
5846,10275,120,2,369.90
5847,10275,154,2,739.90
5848,10275,131,2,113.91
5849,11041,109,1,436.90
5850,11041,208,1,359.90
5851,11542,152,1,499.90
5852,11542,113,2,2249.90
5853,11542,119,2,474.90
5854,11977,122,2,256.40
5855,11977,125,4,541.40
5856,11977,201,1,227.91
5857,12261,187,2,519.90
5858,12261,197,3,589.90
5859,12282,216,1,1099.90
5860,12288,127,2,2736.91
5861,12331,204,1,7865.90
5862,12331,137,1,3806.91
5863,12331,108,1,2199.90
5864,12660,220,1,1799.90
5865,12660,166,1,1359.90
5866,12660,176,1,2219.90
5867,12912,186,1,429.90
5868,12912,185,1,149.90
5869,12975,203,1,1419.90
5870,1782,154,1,739.90
5871,2400,103,1,579.90
5872,3343,213,1,350.91
5873,3343,116,1,589.90
5874,4903,111,2,629.90
5875,7955,210,1,559.90
5876,8446,150,3,259.90
5877,9498,124,1,256.40
5878,9498,101,2,1472.40
5879,9498,104,1,539.90
5880,9498,188,1,1249.90
5881,11096,143,2,389.90
5882,11096,132,1,229.90
5883,11096,201,1,227.91
5884,12801,203,1,1348.90
5885,12801,124,2,256.40
5886,12801,181,2,229.90
5887,1064,171,2,529.90
5888,1746,119,3,499.90
5889,1746,146,1,275.40
5890,1746,189,1,7249.90
5891,4958,121,1,489.90
5892,5707,145,2,659.90
5893,5707,118,3,566.91
5894,5707,134,1,6139.90
5895,6444,114,2,386.91
5896,7333,104,3,512.90
5897,7333,140,1,674.40
5898,10170,211,1,1489.90
5899,10199,176,2,2219.90
5900,10325,116,1,560.40
5901,10803,200,1,1499.90
5902,10803,217,2,1016.41
5903,12241,166,1,1359.90
5904,12241,104,1,539.90
5905,1247,177,4,522.40
5906,1255,131,1,119.90
5907,3164,170,1,5286.91
5908,3164,144,1,139.90
5909,4709,143,2,389.90
5910,5146,133,1,721.90
5911,5146,131,2,119.90
5912,5182,204,1,8279.90
5913,5832,169,2,549.90
5914,6609,126,2,479.90
5915,6609,191,1,2989.90
5916,7394,120,1,369.90
5917,8295,118,1,629.90
5918,9345,119,1,499.90
5919,9345,109,1,459.90
5920,9345,158,1,5929.90
5921,9345,199,2,807.40
5922,10456,202,1,3559.90
5923,11494,172,2,365.41
5924,12029,218,2,909.90
5925,12029,178,1,1823.90
5926,1605,125,3,569.90
5927,1605,114,3,408.40
5928,1786,170,2,6219.90
5929,2313,169,1,549.90
5930,2313,133,3,759.90
5931,2699,217,3,1069.90
5932,2699,220,1,1709.90
5933,3480,180,4,370.40
5934,3909,213,2,389.90
5935,3909,191,2,2989.90
5936,3909,156,1,577.91
5937,4326,194,2,611.91
5938,4326,137,1,4018.40
5939,4572,180,3,389.90
5940,4572,217,2,962.91
5941,6399,121,3,489.90
5942,6399,105,1,779.90
5943,6399,214,2,199.41
5944,9230,177,2,549.90
5945,9230,107,1,3851.91
5946,9842,132,1,229.90
5947,9842,208,1,359.90
5948,9842,170,2,6219.90
5949,10708,135,3,1187.40
5950,10708,219,3,619.90
5951,10708,184,2,484.41
5952,12450,190,1,209.90
5953,12469,215,1,1419.90
5954,12982,153,1,1049.90
5955,12982,183,4,599.90
5956,12982,203,3,1348.90
5957,12982,199,2,807.40
5958,12982,214,1,209.90
5959,1131,109,1,459.90
5960,1232,215,1,1419.90
5961,2278,204,1,7865.90
5962,3747,144,3,139.90
5963,5276,116,1,530.91
5964,5276,115,1,557.91
5965,5433,142,2,979.90
5966,5508,196,2,1609.90
5967,5513,136,2,1349.90
5968,5513,126,1,431.91
5969,5513,181,1,229.90
5970,5870,147,2,2419.90
5971,5870,178,1,1823.90
5972,6461,125,2,569.90
5973,6782,117,1,7489.90
5974,6782,132,2,229.90
5975,6782,189,1,7249.90
5976,6782,120,3,351.40
5977,7950,170,1,6219.90
5978,7950,156,1,645.90
5979,7950,167,2,417.90
5980,7950,204,2,8279.90
5981,8026,199,2,849.90
5982,8026,164,2,439.90
5983,8070,198,3,620.91
5984,8070,165,2,889.90
5985,8070,134,2,6139.90
5986,8658,213,2,370.40
5987,8658,112,1,2329.90
5988,8702,195,1,119.90
5989,8817,107,1,4279.90
5990,8817,179,1,7656.90
5991,8817,154,2,702.90
5992,8817,118,2,598.40
5993,9203,132,1,229.90
5994,9203,212,1,909.42
5995,11393,187,1,519.90
5996,11413,142,2,979.90
5997,11413,196,3,1609.90
5998,11443,204,2,8279.90
5999,11443,175,1,1909.40
6000,11681,167,1,439.90
6001,12046,109,1,459.90
6002,12046,145,2,659.90
6003,12589,124,1,269.90
6004,12589,160,1,2339.90
6005,12589,126,1,479.90
6006,12589,107,2,4279.90
6007,12589,105,1,662.91
6008,1001,170,1,6219.90
6009,1001,215,3,1419.90
6010,1001,179,1,8059.90
6011,1001,114,2,429.90
6012,2035,214,1,188.91
6013,2035,131,2,113.91
6014,3483,208,1,305.91
6015,3846,102,2,349.90
6016,3962,113,1,2249.90
6017,3962,195,1,119.90
6018,4182,209,2,249.90
6019,4182,187,1,493.90
6020,4790,109,2,459.90
6021,4790,130,2,1106.91
6022,6361,167,1,373.91
6023,7974,120,1,369.90
6024,9402,190,1,209.90
6025,9535,196,2,1609.90
6026,9535,109,1,459.90
6027,9669,140,2,709.90
6028,9669,111,2,629.90
6029,10137,112,1,2213.41
6030,10137,219,4,619.90
6031,10137,153,1,997.41
6032,12040,173,4,909.90
6033,12040,166,1,1223.91
6034,1250,212,1,1069.90
6035,2023,208,1,359.90
6036,2231,206,1,349.90
6037,2231,204,2,8279.90
6038,2231,128,2,602.91
6039,2416,135,1,1124.91
6040,2416,146,2,289.90
6041,2416,152,1,474.90
6042,3001,207,1,636.40
6043,6486,132,2,229.90
6044,7240,194,1,679.90
6045,7874,171,3,503.40
6046,7930,162,2,3229.90
6047,7930,113,1,2024.91
6048,7930,141,1,599.90
6049,7930,124,1,242.91
6050,8741,155,1,379.90
6051,8741,115,1,526.91
6052,8741,220,2,1799.90
6053,8741,160,1,2339.90
6054,8833,200,1,1499.90
6055,9951,102,1,349.90
6056,9951,125,1,541.40
6057,9951,141,4,539.91
6058,9951,159,3,645.90
6059,9951,183,2,599.90
6060,10131,112,1,2329.90
6061,10131,140,1,709.90
6062,10131,134,1,6139.90
6063,10483,144,1,139.90
6064,10898,111,1,629.90
6065,10898,115,1,619.90
6066,10898,102,1,332.40
6067,10898,187,1,493.90
6068,10974,104,3,512.90
6069,10974,155,2,379.90
6070,10974,169,1,549.90
6071,11634,137,1,3806.91
6072,12183,206,1,349.90
6073,12183,102,2,349.90
6074,12978,107,1,4279.90
6075,12978,110,1,1389.90
6076,12978,126,2,455.90
6077,12978,152,1,449.91
6078,12978,162,2,3068.40
6079,1621,142,3,979.90
6080,1621,119,1,499.90
6081,1621,109,1,459.90
6082,2302,117,1,7115.40
6083,3067,104,2,485.91
6084,3067,173,1,909.90
6085,3067,163,1,2859.40
6086,3067,156,3,679.90
6087,3670,155,1,360.90
6088,3670,118,1,629.90
6089,4952,125,2,569.90
6090,4952,133,1,759.90
6091,5068,152,1,499.90
6092,5635,108,1,2199.90
6093,6818,209,1,249.90
6094,7256,154,2,702.90
6095,8114,166,1,1359.90
6096,8114,116,1,589.90
6097,8114,146,4,275.40
6098,8850,115,1,619.90
6099,8850,123,1,305.91
6100,9595,116,1,560.40
6101,9595,190,2,209.90
6102,9805,180,1,350.91
6103,10434,105,1,779.90
6104,10699,102,1,349.90
6105,12414,203,2,1419.90
6106,1165,172,1,429.90
6107,1165,201,1,227.91
6108,1165,103,1,550.90
6109,1179,108,2,2199.90
6110,1325,171,1,529.90
6111,1992,198,1,655.40
6112,2119,126,2,431.91
6113,2287,209,1,249.90
6114,2287,165,3,889.90
6115,2700,137,1,3806.91
6116,2832,202,1,3559.90
6117,2832,183,1,599.90
6118,3696,201,3,239.90
6119,4286,217,1,962.91
6120,5735,202,1,3559.90
6121,8299,182,3,529.90
6122,8299,208,1,359.90
6123,8299,136,2,1349.90
6124,9283,118,1,629.90
6125,9283,220,2,1799.90
6126,9283,124,1,256.40
6127,9315,205,2,209.90
6128,10139,169,3,522.40
6129,10139,178,2,1631.91
6130,10496,104,2,539.90
6131,10496,108,1,2089.91
6132,10591,208,1,359.90
6133,11525,203,1,1419.90
6134,12215,164,2,439.90
6135,12215,161,1,379.90
6136,12257,125,2,569.90
6137,12257,186,2,408.40
6138,12714,157,2,1044.90
6139,1215,185,2,149.90
6140,1215,161,1,379.90
6141,1215,121,3,465.40
6142,1724,178,1,1631.91
6143,1792,207,1,669.90
6144,2623,198,2,689.90
6145,2623,184,4,569.90
6146,2623,169,2,549.90
6147,2623,156,3,679.90
6148,3196,117,2,7115.40
6149,3627,164,1,439.90
6150,3627,211,2,1340.91
6151,5607,126,1,479.90
6152,6042,149,1,689.90
6153,6259,178,1,1919.90
6154,7376,171,2,503.40
6155,7427,129,2,1234.90
6156,8895,184,3,569.90
6157,8895,134,1,6139.90
6158,8895,175,1,2009.90
6159,8895,103,1,550.90
6160,9914,104,1,485.91
6161,10431,146,1,275.40
6162,10431,135,2,1249.90
6163,11437,103,1,579.90
6164,11437,213,2,389.90
6165,11860,135,1,1124.91
6166,11860,162,1,3068.40
6167,1808,124,1,269.90
6168,1808,132,1,229.90
6169,1937,126,1,479.90
6170,2077,120,3,351.40
6171,2304,209,2,249.90
6172,3693,217,2,1069.90
6173,9617,147,2,2419.90
6174,9617,203,3,1348.90
6175,9829,156,2,611.91
6176,9829,119,1,499.90
6177,9829,148,2,229.90
6178,9829,129,1,1299.90
6179,10513,175,1,1808.91
6180,10513,108,1,2199.90
6181,11059,199,2,849.90
6182,11150,218,1,909.90
6183,11774,133,1,759.90
6184,12408,140,1,638.91
6185,12662,179,1,8059.90
6186,12662,150,1,233.91
6187,12662,102,1,297.41
6188,12662,109,1,436.90
6189,1884,169,4,522.40
6190,2525,144,2,132.91
6191,2947,116,1,589.90
6192,2947,103,1,492.91
6193,4097,105,1,779.90
6194,4940,126,1,431.91
6195,5058,202,1,3559.90
6196,5058,120,1,369.90
6197,5578,156,2,679.90
6198,5578,151,1,819.90
6199,5585,138,2,589.90
6200,5987,207,2,669.90
6201,5987,195,2,119.90
6202,5987,149,1,689.90
6203,5999,155,1,322.91
6204,5999,116,2,501.41
6205,6431,164,2,373.91
6206,6431,200,1,1499.90
6207,6431,153,1,997.41
6208,6431,162,1,2906.91
6209,6431,209,2,249.90
6210,6864,196,3,1609.90
6211,6864,178,1,1919.90
6212,6864,186,2,408.40
6213,7014,211,1,1415.40
6214,7958,125,2,569.90
6215,10486,199,1,849.90
6216,10486,191,3,2989.90
6217,10988,131,2,113.91
6218,11130,181,2,229.90
6219,1303,121,1,465.40
6220,1303,187,1,467.91
6221,1303,216,1,1044.90
6222,1303,150,1,246.90
6223,1310,168,1,1039.90
6224,1310,209,1,249.90
6225,2512,110,1,1250.91
6226,2512,199,1,849.90
6227,2512,175,1,1909.40
6228,2512,104,2,512.90
6229,2724,219,1,619.90
6230,2724,160,2,2339.90
6231,2724,154,2,739.90
6232,2724,116,1,530.91
6233,5465,167,1,417.90
6234,6340,119,1,499.90
6235,6537,162,2,3229.90
6236,6537,155,1,360.90
6237,7523,150,3,259.90
6238,7523,198,1,689.90
6239,7822,127,1,3219.90
6240,7822,116,1,589.90
6241,8181,125,1,569.90
6242,8195,183,1,599.90
6243,8195,148,1,229.90
6244,8752,122,1,256.40
6245,10237,207,1,669.90
6246,10237,173,2,909.90
6247,10439,209,1,249.90
6248,10439,188,1,1249.90
6249,11955,168,1,935.91
6250,11955,159,2,611.91
6251,11955,207,1,669.90
6252,11955,146,1,289.90
6253,12044,113,2,2137.41
6254,12236,172,1,429.90
6255,12236,159,4,611.91
6256,12308,169,2,549.90
6257,1043,126,1,479.90
6258,2412,220,2,1799.90
6259,3533,172,2,429.90
6260,3533,103,2,579.90
6261,3533,106,1,1263.40
6262,3795,203,3,1419.90
6263,3795,137,1,4018.40
6264,3795,111,2,629.90
6265,3795,177,2,549.90
6266,4581,147,1,2419.90
6267,5015,194,1,679.90
6268,5039,162,2,2906.91
6269,5039,154,1,739.90
6270,5223,142,1,930.90
6271,6371,145,1,593.91
6272,6545,131,2,119.90
6273,6545,113,1,2249.90
6274,9063,172,1,429.90
6275,9063,183,3,599.90
6276,9461,159,2,679.90
6277,9461,190,2,209.90
6278,9461,126,1,455.90
6279,9493,167,2,439.90
6280,9493,142,4,979.90
6281,10233,220,1,1619.91
6282,10462,182,2,503.40
6283,10462,181,2,195.41
6284,10462,139,2,3879.90
6285,10462,168,1,1039.90
6286,10462,161,1,379.90
6287,11110,219,1,588.90
6288,11326,139,1,3879.90
6289,1932,214,1,209.90
6290,1986,208,2,359.90
6291,2693,167,1,439.90
6292,2693,103,1,579.90
6293,2693,190,2,209.90
6294,2720,218,1,864.40
6295,2720,169,2,522.40
6296,2720,124,1,269.90
6297,2720,157,3,989.91
6298,3568,186,1,408.40
6299,4000,152,2,499.90
6300,4386,169,3,494.91
6301,4386,191,2,2840.40
6302,4386,108,1,2199.90
6303,4386,178,2,1919.90
6304,4521,156,2,679.90
6305,4521,163,2,2859.40
6306,5432,107,2,3637.91
6307,5432,111,1,629.90
6308,6774,122,1,256.40
6309,6936,122,1,229.41
6310,6936,123,1,322.90
6311,6936,115,2,619.90
6312,7008,171,2,529.90
6313,7008,173,4,818.91
6314,7008,117,1,7115.40
6315,7017,132,1,229.90
6316,7017,141,1,599.90
6317,8323,212,1,1069.90
6318,8323,155,2,341.91
6319,8323,118,2,566.91
6320,8392,129,1,1169.91
6321,8574,117,1,7489.90
6322,8936,219,2,619.90
6323,10212,213,3,389.90
6324,10318,183,2,569.90
6325,10318,161,2,341.91
6326,10318,108,1,2089.91
6327,11368,200,1,1424.90
6328,11368,188,2,1249.90
6329,11368,126,1,479.90
6330,11368,110,1,1389.90
6331,11368,137,1,4229.90
6332,11932,136,2,1349.90
6333,11932,186,1,408.40
6334,11932,184,3,569.90
6335,11932,216,2,1044.90
6336,11932,175,1,2009.90
6337,12373,202,2,3559.90
6338,12830,129,1,1234.90
6339,12830,119,1,474.90
6340,1601,103,1,579.90
6341,1601,175,1,1808.91
