order_id,customer_id,order_date,status,payment_method
4655,124,2024-06-04,completed,debit_card
5043,355,2024-06-04,completed,credit_card
5296,66,2024-06-04,completed,boleto
6065,467,2024-06-04,cancelled,debit_card
6522,699,2024-06-04,completed,pix
7033,1023,2024-06-04,completed,boleto
7286,1181,2024-06-04,completed,pix
8103,307,2024-06-04,completed,pix
8367,800,2024-06-04,completed,credit_card
9863,30,2024-06-04,completed,pix
10418,325,2024-06-04,completed,debit_card
11472,413,2024-06-04,completed,credit_card
1204,805,2024-06-05,completed,debit_card
1797,912,2024-06-05,completed,debit_card
3394,514,2024-06-05,completed,pix
3499,790,2024-06-05,completed,debit_card
4963,184,2024-06-05,cancelled,debit_card
5820,595,2024-06-05,completed,credit_card
6107,661,2024-06-05,cancelled,credit_card
6827,571,2024-06-05,completed,pix
7026,629,2024-06-05,completed,credit_card
7509,1017,2024-06-05,completed,pix
7836,318,2024-06-05,completed,debit_card
7965,692,2024-06-05,completed,boleto
10346,234,2024-06-05,completed,credit_card
10470,425,2024-06-05,completed,pix
10577,1035,2024-06-05,completed,credit_card
1376,258,2024-06-06,completed,pix
1757,943,2024-06-06,completed,debit_card
3263,700,2024-06-06,completed,boleto
3790,774,2024-06-06,cancelled,boleto
3991,326,2024-06-06,completed,debit_card
3995,891,2024-06-06,completed,pix
4864,1160,2024-06-06,completed,pix
5499,600,2024-06-06,completed,debit_card
5580,679,2024-06-06,completed,boleto
6022,1050,2024-06-06,cancelled,debit_card
6199,838,2024-06-06,completed,debit_card
7790,307,2024-06-06,completed,pix
8622,453,2024-06-06,completed,boleto
8884,248,2024-06-06,completed,pix
9248,214,2024-06-06,completed,boleto
9738,63,2024-06-06,completed,debit_card
10379,475,2024-06-06,completed,credit_card
10864,463,2024-06-06,completed,debit_card
11750,960,2024-06-06,completed,boleto
12533,261,2024-06-06,completed,credit_card
12778,483,2024-06-06,cancelled,pix
2445,596,2024-06-07,completed,debit_card
4126,242,2024-06-07,completed,debit_card
5497,94,2024-06-07,completed,debit_card
5798,825,2024-06-07,returned,credit_card
6084,1106,2024-06-07,cancelled,debit_card
6503,211,2024-06-07,cancelled,debit_card
7471,939,2024-06-07,completed,pix
8314,523,2024-06-07,completed,credit_card
8721,504,2024-06-07,completed,credit_card
10380,449,2024-06-07,cancelled,debit_card
11867,838,2024-06-07,completed,pix
1067,246,2024-06-08,completed,credit_card
1118,1,2024-06-08,completed,pix
1312,1100,2024-06-08,completed,boleto
1547,1119,2024-06-08,completed,boleto
2281,513,2024-06-08,completed,pix
2294,28,2024-06-08,completed,pix
2403,66,2024-06-08,completed,pix
3471,944,2024-06-08,completed,boleto
3758,496,2024-06-08,completed,boleto
3881,7,2024-06-08,cancelled,pix
4996,83,2024-06-08,completed,boleto
5445,727,2024-06-08,completed,credit_card
5768,940,2024-06-08,returned,boleto
6422,142,2024-06-08,completed,credit_card
6567,426,2024-06-08,completed,credit_card
6856,64,2024-06-08,completed,pix
8846,503,2024-06-08,completed,boleto
9092,498,2024-06-08,completed,debit_card
10255,882,2024-06-08,completed,pix
10568,744,2024-06-08,completed,pix
11211,1157,2024-06-08,completed,credit_card
12083,656,2024-06-08,completed,boleto
12505,534,2024-06-08,completed,boleto
12531,553,2024-06-08,completed,pix
1814,207,2024-06-09,completed,debit_card
1867,757,2024-06-09,returned,credit_card
2039,265,2024-06-09,returned,debit_card
2407,189,2024-06-09,completed,debit_card
2864,50,2024-06-09,completed,pix
4396,901,2024-06-09,completed,boleto
5159,555,2024-06-09,completed,pix
5477,434,2024-06-09,completed,credit_card
6391,269,2024-06-09,completed,credit_card
7680,671,2024-06-09,completed,boleto
9137,249,2024-06-09,returned,boleto
9321,97,2024-06-09,completed,debit_card
9898,369,2024-06-09,completed,credit_card
10031,234,2024-06-09,completed,debit_card
10224,890,2024-06-09,completed,boleto
10427,826,2024-06-09,returned,debit_card
10982,207,2024-06-09,completed,debit_card
12310,1002,2024-06-09,completed,pix
1484,994,2024-06-10,completed,credit_card
2054,1102,2024-06-10,completed,boleto
3139,322,2024-06-10,completed,boleto
3215,715,2024-06-10,completed,pix
3741,1200,2024-06-10,completed,pix
4439,1024,2024-06-10,completed,boleto
4678,104,2024-06-10,completed,credit_card
4956,278,2024-06-10,cancelled,credit_card
6523,947,2024-06-10,cancelled,pix
7329,1163,2024-06-10,completed,boleto
8270,119,2024-06-10,completed,pix
9304,1106,2024-06-10,completed,boleto
9453,396,2024-06-10,completed,boleto
9577,359,2024-06-10,completed,boleto
10752,874,2024-06-10,completed,debit_card
12018,248,2024-06-10,completed,boleto
12431,78,2024-06-10,completed,debit_card
1143,87,2024-06-11,completed,credit_card
2446,150,2024-06-11,completed,pix
2524,522,2024-06-11,completed,credit_card
2974,686,2024-06-11,completed,boleto
3096,625,2024-06-11,completed,debit_card
3441,962,2024-06-11,completed,boleto
3506,1126,2024-06-11,completed,boleto
4904,142,2024-06-11,completed,boleto
5246,864,2024-06-11,completed,debit_card
5531,158,2024-06-11,completed,credit_card
6213,521,2024-06-11,completed,boleto
7077,338,2024-06-11,completed,credit_card
7201,170,2024-06-11,completed,credit_card
8641,1186,2024-06-11,completed,debit_card
9606,137,2024-06-11,completed,credit_card
10792,676,2024-06-11,completed,boleto
12224,340,2024-06-11,completed,debit_card
12739,994,2024-06-11,completed,debit_card
3820,772,2024-06-12,completed,credit_card
4597,941,2024-06-12,completed,credit_card
5382,1147,2024-06-12,completed,pix
5749,1083,2024-06-12,completed,pix
5808,278,2024-06-12,completed,boleto
6232,905,2024-06-12,completed,boleto
6449,1184,2024-06-12,completed,boleto
6700,122,2024-06-12,completed,debit_card
7526,532,2024-06-12,completed,pix
7708,334,2024-06-12,completed,pix
8546,490,2024-06-12,completed,debit_card
9692,38,2024-06-12,completed,pix
10825,535,2024-06-12,returned,credit_card
10916,872,2024-06-12,completed,boleto
10923,1027,2024-06-12,completed,boleto
10978,97,2024-06-12,completed,boleto
11488,514,2024-06-12,completed,credit_card
11906,1091,2024-06-12,completed,debit_card
12951,1048,2024-06-12,completed,debit_card
1036,11,2024-06-13,completed,credit_card
2521,21,2024-06-13,completed,pix
4510,243,2024-06-13,completed,pix
4629,927,2024-06-13,completed,pix
5498,786,2024-06-13,completed,credit_card
5854,82,2024-06-13,completed,pix
9832,1048,2024-06-13,completed,debit_card
10079,596,2024-06-13,cancelled,debit_card
10114,275,2024-06-13,cancelled,credit_card
10586,167,2024-06-13,completed,pix
12053,318,2024-06-13,completed,boleto
12540,1174,2024-06-13,returned,boleto
1428,568,2024-06-14,completed,credit_card
1812,579,2024-06-14,completed,credit_card
3072,491,2024-06-14,completed,pix
3231,24,2024-06-14,completed,debit_card
3329,510,2024-06-14,completed,pix
3488,129,2024-06-14,completed,debit_card
3761,87,2024-06-14,completed,credit_card
3878,418,2024-06-14,cancelled,pix
4922,948,2024-06-14,completed,debit_card
5135,72,2024-06-14,completed,credit_card
6135,158,2024-06-14,cancelled,credit_card
6547,577,2024-06-14,cancelled,pix
6724,876,2024-06-14,completed,pix
8957,111,2024-06-14,returned,debit_card
9508,252,2024-06-14,completed,debit_card
9579,814,2024-06-14,completed,debit_card
10334,809,2024-06-14,completed,debit_card
12598,530,2024-06-14,completed,boleto
1864,261,2024-06-15,completed,debit_card
2754,958,2024-06-15,returned,pix
3194,247,2024-06-15,completed,debit_card
3541,662,2024-06-15,completed,credit_card
3889,329,2024-06-15,completed,pix
4262,678,2024-06-15,cancelled,debit_card
5766,766,2024-06-15,completed,pix
7254,624,2024-06-15,completed,credit_card
7279,932,2024-06-15,completed,boleto
8387,705,2024-06-15,returned,debit_card
8854,365,2024-06-15,completed,credit_card
9874,721,2024-06-15,cancelled,credit_card
12786,35,2024-06-15,completed,pix
1581,740,2024-06-16,completed,debit_card
2363,981,2024-06-16,completed,pix
3005,1060,2024-06-16,completed,credit_card
4968,1146,2024-06-16,completed,boleto
5074,894,2024-06-16,completed,pix
5117,940,2024-06-16,completed,credit_card
5404,208,2024-06-16,returned,pix
6888,1146,2024-06-16,returned,boleto
7864,471,2024-06-16,completed,pix
9052,869,2024-06-16,completed,debit_card
9542,127,2024-06-16,completed,credit_card
10264,553,2024-06-16,completed,boleto
10979,1115,2024-06-16,completed,boleto
11063,1085,2024-06-16,returned,pix
11137,423,2024-06-16,completed,debit_card
12049,58,2024-06-16,completed,debit_card
12959,337,2024-06-16,completed,boleto
1527,304,2024-06-17,completed,debit_card
2584,1183,2024-06-17,completed,credit_card
2918,1,2024-06-17,completed,boleto
3654,1153,2024-06-17,completed,credit_card
3850,852,2024-06-17,returned,credit_card
4524,871,2024-06-17,completed,credit_card
4840,407,2024-06-17,cancelled,credit_card
5142,80,2024-06-17,completed,debit_card
5891,486,2024-06-17,completed,credit_card
6341,1087,2024-06-17,completed,pix
6526,1061,2024-06-17,completed,boleto
6977,475,2024-06-17,completed,credit_card
7186,635,2024-06-17,completed,pix
7378,771,2024-06-17,completed,boleto
8417,958,2024-06-17,completed,credit_card
10260,594,2024-06-17,completed,credit_card
10313,647,2024-06-17,completed,credit_card
10400,356,2024-06-17,completed,debit_card
11370,8,2024-06-17,completed,boleto
12136,926,2024-06-17,completed,credit_card
12821,856,2024-06-17,completed,pix
12919,200,2024-06-17,completed,debit_card
1882,1172,2024-06-18,completed,boleto
2330,1044,2024-06-18,completed,debit_card
4440,868,2024-06-18,completed,pix
5677,601,2024-06-18,completed,boleto
5942,485,2024-06-18,completed,pix
7639,642,2024-06-18,cancelled,pix
7938,1129,2024-06-18,completed,pix
8028,418,2024-06-18,completed,credit_card
9330,633,2024-06-18,completed,debit_card
9370,378,2024-06-18,completed,debit_card
11116,582,2024-06-18,completed,debit_card
12306,954,2024-06-18,completed,credit_card
1105,196,2024-06-19,completed,credit_card
2327,265,2024-06-19,completed,boleto
2604,933,2024-06-19,completed,pix
2893,233,2024-06-19,completed,credit_card
4307,745,2024-06-19,completed,pix
4367,126,2024-06-19,completed,debit_card
7404,335,2024-06-19,completed,boleto
9830,298,2024-06-19,returned,debit_card
11846,92,2024-06-19,completed,debit_card
11862,958,2024-06-19,completed,debit_card
1012,702,2024-06-20,completed,debit_card
1147,1198,2024-06-20,completed,credit_card
1393,623,2024-06-20,completed,boleto
1406,976,2024-06-20,completed,boleto
1998,1043,2024-06-20,completed,boleto
3384,526,2024-06-20,returned,debit_card
3893,991,2024-06-20,completed,credit_card
4265,692,2024-06-20,completed,boleto
4721,473,2024-06-20,completed,pix
5579,138,2024-06-20,completed,credit_card
6077,1127,2024-06-20,completed,pix
6873,479,2024-06-20,completed,pix
6987,613,2024-06-20,completed,boleto
7161,619,2024-06-20,completed,debit_card
7946,327,2024-06-20,completed,credit_card
8293,987,2024-06-20,completed,pix
11433,468,2024-06-20,returned,debit_card
12479,826,2024-06-20,completed,pix
1751,559,2024-06-21,completed,pix
3295,229,2024-06-21,completed,pix
4743,977,2024-06-21,completed,pix
5631,354,2024-06-21,completed,pix
5672,449,2024-06-21,completed,debit_card
6038,514,2024-06-21,completed,boleto
8012,583,2024-06-21,completed,boleto
8501,308,2024-06-21,completed,debit_card
9381,1125,2024-06-21,completed,debit_card
9629,69,2024-06-21,completed,pix
9908,814,2024-06-21,completed,pix
10509,344,2024-06-21,completed,pix
11852,789,2024-06-21,completed,boleto
11988,655,2024-06-21,completed,boleto
12584,924,2024-06-21,completed,pix
12873,614,2024-06-21,completed,pix
1216,906,2024-06-22,returned,pix
3087,696,2024-06-22,completed,pix
3877,527,2024-06-22,completed,debit_card
4540,1137,2024-06-22,completed,debit_card
4846,907,2024-06-22,completed,pix
5963,624,2024-06-22,completed,pix
6613,1102,2024-06-22,completed,credit_card
9547,660,2024-06-22,completed,boleto
12010,87,2024-06-22,completed,boleto
12316,814,2024-06-22,completed,debit_card
12746,468,2024-06-22,completed,boleto
12893,726,2024-06-22,completed,credit_card
1010,842,2024-06-23,completed,pix
2249,798,2024-06-23,completed,pix
2498,881,2024-06-23,returned,pix
2565,756,2024-06-23,completed,credit_card
2607,20,2024-06-23,completed,boleto
4087,323,2024-06-23,completed,pix
4983,444,2024-06-23,completed,boleto
5152,475,2024-06-23,completed,pix
5162,710,2024-06-23,completed,pix
5640,909,2024-06-23,completed,credit_card
6186,31,2024-06-23,completed,debit_card
6591,51,2024-06-23,completed,credit_card
7853,958,2024-06-23,completed,credit_card
7963,918,2024-06-23,completed,credit_card
8877,1198,2024-06-23,completed,credit_card
10404,254,2024-06-23,completed,pix
10615,259,2024-06-23,completed,pix
10692,219,2024-06-23,completed,debit_card
10882,93,2024-06-23,completed,boleto
11132,958,2024-06-23,completed,pix
11626,1108,2024-06-23,completed,credit_card
12082,666,2024-06-23,completed,pix
12506,474,2024-06-23,completed,debit_card
12539,113,2024-06-23,completed,pix
12987,984,2024-06-23,completed,pix
1338,694,2024-06-24,completed,debit_card
1536,465,2024-06-24,completed,debit_card
1610,1101,2024-06-24,cancelled,credit_card
2038,842,2024-06-24,completed,debit_card
3319,919,2024-06-24,completed,credit_card
3717,785,2024-06-24,completed,pix
4185,697,2024-06-24,completed,debit_card
4304,875,2024-06-24,returned,boleto
4720,868,2024-06-24,completed,boleto
5305,224,2024-06-24,completed,pix
7882,93,2024-06-24,completed,boleto
9562,182,2024-06-24,completed,boleto
11125,869,2024-06-24,completed,boleto
11964,536,2024-06-24,completed,boleto
1457,630,2024-06-25,completed,credit_card
3208,1063,2024-06-25,completed,pix
4408,1028,2024-06-25,completed,credit_card
4551,521,2024-06-25,completed,boleto
4569,1055,2024-06-25,completed,credit_card
5035,608,2024-06-25,completed,pix
5627,1041,2024-06-25,completed,boleto
5671,375,2024-06-25,completed,credit_card
9136,979,2024-06-25,completed,credit_card
9538,801,2024-06-25,completed,credit_card
10085,1186,2024-06-25,completed,pix
10227,767,2024-06-25,completed,credit_card
12073,267,2024-06-25,completed,boleto
12391,1149,2024-06-25,cancelled,credit_card
12911,1040,2024-06-25,completed,pix
1356,160,2024-06-26,completed,debit_card
1714,671,2024-06-26,completed,boleto
2083,648,2024-06-26,completed,credit_card
2638,661,2024-06-26,completed,pix
2938,1118,2024-06-26,completed,credit_card
2950,7,2024-06-26,completed,boleto
4285,217,2024-06-26,completed,pix
4323,92,2024-06-26,completed,boleto
5262,570,2024-06-26,completed,debit_card
5656,868,2024-06-26,completed,credit_card
5680,889,2024-06-26,completed,boleto
6585,473,2024-06-26,completed,boleto
7049,373,2024-06-26,completed,boleto
9016,217,2024-06-26,completed,debit_card
9511,419,2024-06-26,completed,boleto
11302,1013,2024-06-26,completed,debit_card
11390,688,2024-06-26,completed,boleto
11491,499,2024-06-26,completed,debit_card
2687,787,2024-06-27,completed,debit_card
3590,177,2024-06-27,completed,pix
3647,601,2024-06-27,cancelled,pix
4128,634,2024-06-27,completed,pix
4417,895,2024-06-27,completed,pix
6149,66,2024-06-27,completed,pix
6376,1050,2024-06-27,completed,credit_card
6781,210,2024-06-27,completed,boleto
6981,138,2024-06-27,cancelled,boleto
7902,934,2024-06-27,completed,credit_card
9408,633,2024-06-27,cancelled,pix
9480,352,2024-06-27,returned,pix
10111,473,2024-06-27,completed,boleto
10491,785,2024-06-27,completed,credit_card
12121,965,2024-06-27,cancelled,credit_card
12621,1055,2024-06-27,completed,credit_card
12877,72,2024-06-27,completed,boleto
1041,900,2024-06-28,completed,credit_card
1400,484,2024-06-28,completed,debit_card
1567,1164,2024-06-28,completed,pix
2090,652,2024-06-28,completed,debit_card
2268,274,2024-06-28,completed,boleto
3024,194,2024-06-28,completed,pix
3193,1185,2024-06-28,completed,credit_card
3596,1182,2024-06-28,returned,credit_card
4023,592,2024-06-28,completed,credit_card
4101,521,2024-06-28,completed,boleto
4122,222,2024-06-28,cancelled,pix
4564,418,2024-06-28,completed,pix
5543,871,2024-06-28,cancelled,credit_card
6352,1045,2024-06-28,completed,pix
6884,1152,2024-06-28,completed,pix
7942,321,2024-06-28,completed,boleto
9706,505,2024-06-28,completed,pix
12442,47,2024-06-28,completed,debit_card
12931,790,2024-06-28,completed,debit_card
1445,787,2024-06-29,completed,pix
1480,89,2024-06-29,completed,credit_card
2140,276,2024-06-29,completed,pix
2481,765,2024-06-29,completed,pix
2846,654,2024-06-29,completed,credit_card
4823,1036,2024-06-29,completed,debit_card
6131,708,2024-06-29,completed,boleto
6778,420,2024-06-29,completed,pix
7413,256,2024-06-29,completed,debit_card
7862,99,2024-06-29,completed,pix
8522,528,2024-06-29,completed,credit_card
9051,634,2024-06-29,completed,boleto
9152,801,2024-06-29,cancelled,debit_card
10141,33,2024-06-29,completed,boleto
10202,904,2024-06-29,cancelled,boleto
11143,415,2024-06-29,completed,boleto
11274,457,2024-06-29,completed,debit_card
11292,71,2024-06-29,completed,debit_card
11308,249,2024-06-29,completed,credit_card
12216,603,2024-06-29,completed,debit_card
12300,125,2024-06-29,completed,pix
1925,18,2024-06-30,completed,credit_card
2961,532,2024-06-30,returned,debit_card
3334,517,2024-06-30,completed,debit_card
3449,615,2024-06-30,completed,debit_card
3874,411,2024-06-30,completed,credit_card
4293,717,2024-06-30,completed,debit_card
4446,1133,2024-06-30,completed,pix
5079,215,2024-06-30,completed,pix
5248,774,2024-06-30,completed,boleto
7830,446,2024-06-30,completed,debit_card
8460,945,2024-06-30,completed,debit_card
8693,598,2024-06-30,completed,pix
8804,74,2024-06-30,completed,credit_card
9376,494,2024-06-30,completed,boleto
10875,477,2024-06-30,completed,boleto
11316,288,2024-06-30,completed,debit_card
12130,41,2024-06-30,completed,debit_card
12627,551,2024-06-30,completed,boleto
2913,210,2024-07-01,completed,pix
3058,822,2024-07-01,cancelled,debit_card
3545,71,2024-07-01,completed,boleto
4268,624,2024-07-01,completed,credit_card
5008,225,2024-07-01,completed,debit_card
5094,35,2024-07-01,completed,pix
5852,1106,2024-07-01,completed,credit_card
6914,891,2024-07-01,completed,credit_card
7723,451,2024-07-01,completed,boleto
8734,1071,2024-07-01,completed,credit_card
10613,830,2024-07-01,cancelled,boleto
10899,566,2024-07-01,completed,boleto
10940,100,2024-07-01,completed,debit_card
11228,636,2024-07-01,completed,boleto
12592,1192,2024-07-01,completed,credit_card
1031,1137,2024-07-02,completed,debit_card
1272,414,2024-07-02,completed,debit_card
1574,502,2024-07-02,completed,credit_card
1622,1007,2024-07-02,completed,credit_card
1634,670,2024-07-02,completed,pix
2010,544,2024-07-02,completed,credit_card
2760,36,2024-07-02,completed,debit_card
3754,383,2024-07-02,completed,pix
4212,1115,2024-07-02,completed,debit_card
4497,771,2024-07-02,completed,debit_card
6456,474,2024-07-02,completed,boleto
8348,391,2024-07-02,completed,boleto
8533,894,2024-07-02,completed,credit_card
9353,293,2024-07-02,completed,credit_card
9506,615,2024-07-02,completed,debit_card
9870,295,2024-07-02,returned,boleto
10871,754,2024-07-02,completed,boleto
11135,1056,2024-07-02,completed,debit_card
12449,1028,2024-07-02,completed,debit_card
12631,303,2024-07-02,completed,credit_card
1270,1120,2024-07-03,completed,pix
2765,566,2024-07-03,completed,boleto
4437,779,2024-07-03,completed,credit_card
5319,47,2024-07-03,completed,pix
5562,179,2024-07-03,completed,pix
5667,93,2024-07-03,completed,boleto
5880,1181,2024-07-03,completed,debit_card
6082,58,2024-07-03,completed,boleto
6325,1049,2024-07-03,completed,debit_card
6978,381,2024-07-03,completed,debit_card
7904,881,2024-07-03,completed,credit_card
8370,116,2024-07-03,completed,boleto
8774,961,2024-07-03,cancelled,boleto
8921,476,2024-07-03,completed,boleto
9678,1154,2024-07-03,completed,credit_card
9790,783,2024-07-03,completed,pix
10922,50,2024-07-03,completed,debit_card
11692,1044,2024-07-03,completed,pix
12223,33,2024-07-03,completed,credit_card
12849,226,2024-07-03,completed,pix
1138,513,2024-07-04,completed,debit_card
1401,68,2024-07-04,completed,boleto
1896,120,2024-07-04,completed,boleto
2351,361,2024-07-04,completed,pix
3330,1014,2024-07-04,completed,credit_card
4344,66,2024-07-04,completed,debit_card
4728,345,2024-07-04,completed,credit_card
4811,586,2024-07-04,completed,credit_card
5183,627,2024-07-04,completed,debit_card
5599,156,2024-07-04,completed,pix
6263,785,2024-07-04,completed,boleto
6637,388,2024-07-04,completed,debit_card
7424,867,2024-07-04,returned,boleto
8483,1197,2024-07-04,returned,debit_card
9311,184,2024-07-04,completed,debit_card
10275,514,2024-07-04,completed,debit_card
11041,268,2024-07-04,completed,boleto
11542,88,2024-07-04,completed,credit_card
11977,769,2024-07-04,completed,pix
12261,967,2024-07-04,returned,boleto
12282,771,2024-07-04,completed,debit_card
12288,1185,2024-07-04,completed,boleto
12331,1142,2024-07-04,returned,credit_card
12660,381,2024-07-04,completed,boleto
12912,626,2024-07-04,cancelled,boleto
12975,1018,2024-07-04,completed,pix
1782,93,2024-07-05,completed,credit_card
2400,287,2024-07-05,completed,boleto
3343,708,2024-07-05,completed,credit_card
4903,297,2024-07-05,completed,credit_card
7955,467,2024-07-05,completed,pix
8446,542,2024-07-05,completed,pix
9498,400,2024-07-05,cancelled,boleto
11096,312,2024-07-05,completed,credit_card
12801,4,2024-07-05,completed,credit_card
1064,390,2024-07-06,returned,debit_card
1746,533,2024-07-06,completed,pix
4958,426,2024-07-06,completed,credit_card
5707,862,2024-07-06,completed,debit_card
6444,648,2024-07-06,returned,boleto
7333,1038,2024-07-06,completed,credit_card
10170,358,2024-07-06,completed,debit_card
10199,181,2024-07-06,completed,boleto
10325,1067,2024-07-06,completed,boleto
10803,577,2024-07-06,completed,credit_card
12241,457,2024-07-06,completed,credit_card
1247,299,2024-07-07,completed,credit_card
1255,1007,2024-07-07,completed,debit_card
3164,467,2024-07-07,completed,debit_card
4709,383,2024-07-07,completed,pix
5146,371,2024-07-07,cancelled,credit_card
5182,129,2024-07-07,completed,boleto
5832,636,2024-07-07,completed,boleto
6609,891,2024-07-07,completed,debit_card
7394,812,2024-07-07,completed,boleto
8295,725,2024-07-07,completed,debit_card
9345,262,2024-07-07,returned,boleto
10456,866,2024-07-07,cancelled,debit_card
11494,1059,2024-07-07,completed,credit_card
12029,1064,2024-07-07,completed,boleto
1605,60,2024-07-08,completed,credit_card
1786,532,2024-07-08,completed,credit_card
2313,1007,2024-07-08,completed,boleto
2699,1082,2024-07-08,completed,debit_card
3480,163,2024-07-08,completed,pix
3909,282,2024-07-08,completed,credit_card
4326,1096,2024-07-08,completed,debit_card
4572,5,2024-07-08,completed,credit_card
6399,857,2024-07-08,completed,credit_card
9230,745,2024-07-08,completed,credit_card
9842,1188,2024-07-08,completed,boleto
10708,138,2024-07-08,completed,credit_card
12450,251,2024-07-08,completed,credit_card
12469,509,2024-07-08,completed,debit_card
12982,568,2024-07-08,completed,pix
1131,578,2024-07-09,returned,boleto
1232,938,2024-07-09,completed,credit_card
2278,19,2024-07-09,completed,credit_card
3747,639,2024-07-09,completed,pix
5276,811,2024-07-09,completed,pix
5433,61,2024-07-09,completed,credit_card
5508,608,2024-07-09,cancelled,credit_card
5513,615,2024-07-09,completed,credit_card
5870,229,2024-07-09,completed,debit_card
6461,402,2024-07-09,completed,boleto
6782,465,2024-07-09,completed,credit_card
7950,1084,2024-07-09,completed,debit_card
8026,595,2024-07-09,completed,pix
8070,666,2024-07-09,completed,pix
8658,829,2024-07-09,completed,debit_card
8702,1153,2024-07-09,completed,debit_card
8817,826,2024-07-09,completed,pix
9203,733,2024-07-09,cancelled,debit_card
11393,1119,2024-07-09,returned,credit_card
11413,1110,2024-07-09,cancelled,debit_card
11443,877,2024-07-09,cancelled,pix
11681,326,2024-07-09,completed,debit_card
12046,1086,2024-07-09,returned,pix
12589,994,2024-07-09,completed,credit_card
1001,243,2024-07-10,completed,pix
2035,791,2024-07-10,completed,boleto
3483,467,2024-07-10,completed,pix
3846,950,2024-07-10,completed,debit_card
3962,628,2024-07-10,completed,debit_card
4182,331,2024-07-10,completed,credit_card
4790,118,2024-07-10,cancelled,boleto
6361,2,2024-07-10,completed,debit_card
7974,145,2024-07-10,completed,pix
9402,231,2024-07-10,completed,pix
9535,985,2024-07-10,cancelled,pix
9669,761,2024-07-10,completed,credit_card
10137,578,2024-07-10,completed,boleto
12040,597,2024-07-10,completed,boleto
1250,379,2024-07-11,completed,credit_card
2023,856,2024-07-11,completed,pix
2231,441,2024-07-11,completed,pix
2416,67,2024-07-11,completed,pix
3001,619,2024-07-11,completed,debit_card
6486,757,2024-07-11,completed,credit_card
7240,1116,2024-07-11,completed,pix
7874,471,2024-07-11,completed,debit_card
7930,216,2024-07-11,cancelled,pix
8741,222,2024-07-11,completed,pix
8833,765,2024-07-11,completed,debit_card
9951,1145,2024-07-11,completed,debit_card
10131,579,2024-07-11,cancelled,pix
10483,297,2024-07-11,completed,credit_card
10898,125,2024-07-11,cancelled,pix
10974,1081,2024-07-11,completed,pix
11634,648,2024-07-11,completed,pix
12183,695,2024-07-11,completed,pix
12978,401,2024-07-11,completed,pix
1621,975,2024-07-12,completed,boleto
2302,305,2024-07-12,returned,pix
3067,460,2024-07-12,completed,pix
3670,980,2024-07-12,completed,debit_card
4952,671,2024-07-12,completed,debit_card
5068,8,2024-07-12,cancelled,boleto
5635,516,2024-07-12,completed,pix
6818,352,2024-07-12,completed,credit_card
7256,677,2024-07-12,completed,boleto
8114,971,2024-07-12,cancelled,debit_card
8850,757,2024-07-12,completed,debit_card
9595,1068,2024-07-12,completed,pix
9805,578,2024-07-12,cancelled,debit_card
10434,654,2024-07-12,completed,credit_card
10699,208,2024-07-12,completed,credit_card
12414,46,2024-07-12,completed,boleto
1165,1019,2024-07-13,completed,pix
1179,510,2024-07-13,completed,pix
1325,991,2024-07-13,completed,boleto
1992,775,2024-07-13,completed,boleto
2119,1026,2024-07-13,completed,boleto
2287,274,2024-07-13,completed,debit_card
2700,1169,2024-07-13,completed,debit_card
2832,73,2024-07-13,completed,credit_card
3696,741,2024-07-13,completed,boleto
4286,259,2024-07-13,completed,pix
5735,530,2024-07-13,completed,pix
8299,766,2024-07-13,cancelled,credit_card
9283,710,2024-07-13,completed,credit_card
9315,442,2024-07-13,completed,debit_card
10139,1193,2024-07-13,completed,debit_card
10496,131,2024-07-13,completed,debit_card
10591,358,2024-07-13,completed,debit_card
11525,773,2024-07-13,completed,credit_card
12215,130,2024-07-13,cancelled,credit_card
12257,653,2024-07-13,returned,debit_card
12714,431,2024-07-13,completed,pix
1215,50,2024-07-14,completed,boleto
1724,546,2024-07-14,returned,boleto
1792,33,2024-07-14,completed,pix
2623,1066,2024-07-14,completed,boleto
3196,186,2024-07-14,completed,boleto
3627,64,2024-07-14,completed,boleto
5607,217,2024-07-14,completed,credit_card
6042,315,2024-07-14,completed,credit_card
6259,943,2024-07-14,completed,pix
7376,405,2024-07-14,completed,boleto
7427,940,2024-07-14,completed,pix
8895,645,2024-07-14,completed,pix
9914,54,2024-07-14,completed,debit_card
10431,253,2024-07-14,completed,pix
11437,919,2024-07-14,completed,debit_card
11860,145,2024-07-14,completed,credit_card
1808,898,2024-07-15,completed,pix
1937,48,2024-07-15,completed,boleto
2077,130,2024-07-15,completed,pix
2304,874,2024-07-15,cancelled,credit_card
3693,1061,2024-07-15,completed,debit_card
9617,387,2024-07-15,completed,credit_card
9829,16,2024-07-15,completed,pix
10513,1016,2024-07-15,completed,debit_card
11059,1126,2024-07-15,completed,debit_card
11150,1089,2024-07-15,completed,debit_card
11774,598,2024-07-15,completed,pix
12408,439,2024-07-15,completed,debit_card
12662,190,2024-07-15,returned,credit_card
1884,1110,2024-07-16,returned,credit_card
2525,1098,2024-07-16,completed,credit_card
2947,1028,2024-07-16,completed,pix
4097,114,2024-07-16,cancelled,pix
4940,846,2024-07-16,completed,boleto
5058,626,2024-07-16,completed,credit_card
5578,355,2024-07-16,completed,credit_card
5585,604,2024-07-16,cancelled,pix
5987,1088,2024-07-16,completed,boleto
5999,1110,2024-07-16,cancelled,pix
